id,created_at,full_text,media,screen_name,name,profile_image_url,in_reply_to,retweeted_status,quoted_status,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url
"1879529884000670136","2025-01-15 22:03:38 +08:00","• Exercise regularly\n\nThe best investment you can make in yourself is to prioritize your health.\n\nDo the following:\n\n- Go on walks\n- Bike\n- Pushups\n- Run\n - Play sports","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879529880167022893","null","null",1,0,0,0,2,69,false,false,false,"https://twitter.com/AccentInvesting/status/1879529884000670136"
"1879529886919852311","2025-01-15 22:03:39 +08:00","• Eat healthy\n\nA healthy diet means having more energy, improving your mood, and overall health quality.\n\nFocus on eating healthy by including the following:\n\n- Fruits\n- Whole grains\n- Vegetables\n- Proteins \n- Low-fat or fat-free dairy\n- Oils","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879529884000670136","null","null",1,0,0,0,2,112,false,false,false,"https://twitter.com/AccentInvesting/status/1879529886919852311"
"1879529889906254295","2025-01-15 22:03:40 +08:00","• Practice gratitude\n\nGratitude allows you to concentrate on your life's positive aspects while striving to improve it.\n\nHere are some ways to express gratitude:\n\n- Be an active listener\n- Give a gift\n- Write a letter\n- Do an act of kindness for someone","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879529886919852311","null","null",1,0,0,0,1,120,false,false,false,"https://twitter.com/AccentInvesting/status/1879529889906254295"
"1879567884201984296","2025-01-16 00:34:38 +08:00","RT @AccentInvesting: Financial literacy comes before wealth creation.\n\nYou must first learn before you can earn.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1879522602424639700","null",0,25,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1879567884201984296"
"1879574418516476093","2025-01-16 01:00:36 +08:00","The desire for instant gratification is an impediment to financial independence.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",133,39,16,1,20,10846,false,false,false,"https://twitter.com/AccentInvesting/status/1879574418516476093"
"1879690096191979902","2025-01-16 08:40:16 +08:00","Investing in yourself is the best self-care investment you will ever make.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",53,10,5,1,0,3429,false,false,false,"https://twitter.com/AccentInvesting/status/1879690096191979902"
"1879755939353342020","2025-01-16 13:01:54 +08:00","RT @AccentInvesting: The desire for instant gratification is an impediment to financial independence.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1879574418516476093","null",0,39,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1879755939353342020"
"1879763303859142737","2025-01-16 13:31:10 +08:00","I invest $300 per week in the S&amp;P 500.\n\n🌟 10 Yrs - $219,535\n🌟 20 Yrs - $706,824\n🌟 30 Yrs - $1,788,431\n\nDon't miss out! Simplify your financial journey with our guide to index funds. \n\nGet your copy today.\n\nhttps://t.co/i89cgh2NZz","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879523805187477530","null","null",3,0,1,0,3,1973,false,false,false,"https://twitter.com/AccentInvesting/status/1879763303859142737"
"1879848451204162007","2025-01-16 19:09:31 +08:00","By the age of 30, you need to:\n\n• Have a job\n• Have assets\n• Have a purpose\n• Invest in yourself\n• Save for retirement\n• Avoid lifestyle creep\n• Take ownership of your life\n• Stop seeking external validation\n• Surround yourself with quality people\n\nWhat else to add?","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",179,28,44,1,18,11564,false,false,false,"https://twitter.com/AccentInvesting/status/1879848451204162007"
"1879879646902112466","2025-01-16 21:13:28 +08:00","By the age of 30, you need to learn these financial rules to become wealthy and retire comfortably:","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",597,109,843,8,45,251382,false,false,false,"https://twitter.com/AccentInvesting/status/1879879646902112466"
"1879879673124974841","2025-01-16 21:13:35 +08:00","• 10-5-3 Rule\n\nThis rule tells you how different asset classes give you various returns.\n\n- Equity/Mutual funds: Returns are expected to be about 10%.\n\n- Debt: Returns expected to be about 5%.\n\n- Savings returns are expected to be about 3%.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879879669815579034","null","null",16,2,8,0,1,3420,false,false,false,"https://twitter.com/AccentInvesting/status/1879879673124974841"
"1879879676241342699","2025-01-16 21:13:35 +08:00","• Rule of 70\n\nDivide 70 by the inflation rate to find out how quickly the value of your investment or money will be decreased by half.\n\nFor instance, if the inflation rate is 5%, it will take 14 years for the value of your money to decrease by half.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879879673124974841","null","null",21,3,7,0,1,4235,false,false,false,"https://twitter.com/AccentInvesting/status/1879879676241342699"
"1879879681022812235","2025-01-16 21:13:37 +08:00","If you enjoyed this thread, please like, comment, and retweet the first tweet.\n\nI write about\n\n- Personal Finance\n- Investing\n- Wealth\n\nSubscribe to receive a free guide on the top 5 ETFs to hold for life: https://t.co/Id5i5yY4ce","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879879676241342699","null","1879879646902112466",20,2,9,0,3,6489,false,false,false,"https://twitter.com/AccentInvesting/status/1879879681022812235"
"1879893755727147191","2025-01-16 22:09:32 +08:00","RT @AccentInvesting: By the age of 30, you need to:\n\n• Have a job\n• Have assets\n• Have a purpose\n• Invest in yourself\n• Save for retirement…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1879848451204162007","null",0,28,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1879893755727147191"
"1879950032171880487","2025-01-17 01:53:10 +08:00","The poor define success as having material possessions.\n\nThe wealthy define success as having freedom.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",113,12,12,2,19,8360,false,false,false,"https://twitter.com/AccentInvesting/status/1879950032171880487"
"1880015572810727836","2025-01-17 06:13:36 +08:00","Making money is a skill; becoming wealthy is a habit that is difficult to teach.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",119,28,15,0,7,5889,false,false,false,"https://twitter.com/AccentInvesting/status/1880015572810727836"
"1880042695822856317","2025-01-17 08:01:22 +08:00","I invest $300 per week in the S&amp;P 500.\n\n🌟 10 Yrs - $219,535\n🌟 20 Yrs - $706,824\n🌟 30 Yrs - $1,788,431\n\nDon't miss out! Simplify your financial journey with our guide to index funds. \n\nGet your copy today.\n\nhttps://t.co/i89cgh2NZz","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1879879646902112466","null","null",3,1,2,0,2,2222,false,false,false,"https://twitter.com/AccentInvesting/status/1880042695822856317"
"1880210852445352055","2025-01-17 19:09:34 +08:00","This year, be that one person who will build generational wealth for his family and children.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",119,13,7,0,13,5732,false,false,false,"https://twitter.com/AccentInvesting/status/1880210852445352055"
"1880276090461254012","2025-01-17 23:28:48 +08:00","RT @AccentInvesting: This year, be that one person who will build generational wealth for his family and children.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880210852445352055","null",0,13,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880276090461254012"
"1880276848883499093","2025-01-17 23:31:49 +08:00","If you aspire to create wealth, here are the rules that you have to know:","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",94,20,37,2,13,21296,false,false,false,"https://twitter.com/AccentInvesting/status/1880276848883499093"
"1880276881661899258","2025-01-17 23:31:57 +08:00","11. Consider working yourself\n\nA 9-5 job is convenient, but it limits your earning potential.\n\nStart something that will pay you if you want to earn without limits.\n\nMany millionaires rose to the top because they were entrepreneurs.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1880276878885257499","null","null",6,0,0,0,2,364,false,false,false,"https://twitter.com/AccentInvesting/status/1880276881661899258"
"1880276884530876583","2025-01-17 23:31:57 +08:00","12. Be a perpetual learner\n\nBeing financially literate is essential for wealth creation and a good predictor of financial success.\n\nWith the information available today, learning about money has never been easier.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1880276881661899258","null","null",7,0,0,0,2,1457,false,false,false,"https://twitter.com/AccentInvesting/status/1880276884530876583"
"1880276887265501585","2025-01-17 23:31:58 +08:00","If you enjoyed this thread, please like, comment, and retweet the first tweet.\n\nI write about\n\n- Personal Finance\n- Investing\n- Wealth\n\nSubscribe to receive a free guide on the top 5 ETFs to hold for life: https://t.co/Id5i5yY4ce","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1880276884530876583","null","1880276848883499093",6,0,0,0,1,2109,false,false,false,"https://twitter.com/AccentInvesting/status/1880276887265501585"
"1880299228720763244","2025-01-18 01:00:45 +08:00","When it comes to money, what matters more is how much you invest than how much you earn.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",109,15,5,0,18,6852,false,false,false,"https://twitter.com/AccentInvesting/status/1880299228720763244"
"1880341656790237611","2025-01-18 03:49:20 +08:00","RT @AccentInvesting: Making money is a skill; becoming wealthy is a habit that is difficult to teach.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880015572810727836","null",0,28,0,0,0,1,false,false,false,"https://twitter.com/AccentInvesting/status/1880341656790237611"
"1880377957308592207","2025-01-18 06:13:35 +08:00","RT @AccentInvesting: If you aspire to create wealth, here are the rules that you have to know:","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880276848883499093","null",0,20,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880377957308592207"
"1880392485081645560","2025-01-18 07:11:19 +08:00","RT @AccentInvesting: When it comes to money, what matters more is how much you invest than how much you earn.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880299228720763244","null",0,15,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880392485081645560"
"1880488690155241667","2025-01-18 13:33:36 +08:00","RT @AccentInvesting: If you are having financial difficulties and are unsure what to do,\n\nHere are ten steps you can take right now to gain…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1742527735312904334","null",0,113,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880488690155241667"
"1880621699592241484","2025-01-18 22:22:08 +08:00","The system is set up to keep you in survival mode, busy, and never free.\n\n• Graduate college &amp; pay debt.\n\n• Buy a car &amp; pay a loan.\n\n• Rent an apartment &amp; pay bills.\n\n• Buy a house &amp; pay the mortgage.\n\nThis is why wealth creation and financial freedom must be a top priority.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",167,35,35,1,19,15520,false,false,false,"https://twitter.com/AccentInvesting/status/1880621699592241484"
"1880661621724336619","2025-01-19 01:00:46 +08:00","The difference between the life you desire and your current one is defined by discipline, sacrifice, and patience.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",176,38,16,1,11,9776,false,false,false,"https://twitter.com/AccentInvesting/status/1880661621724336619"
"1880667144901239211","2025-01-19 01:22:43 +08:00","RT @AccentInvesting: The system is set up to keep you in survival mode, busy, and never free.\n\n• Graduate college &amp; pay debt.\n\n• Buy a car…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880621699592241484","null",0,35,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880667144901239211"
"1880706913857421329","2025-01-19 04:00:44 +08:00","RT @AccentInvesting: The difference between the life you desire and your current one is defined by discipline, sacrifice, and patience.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880661621724336619","null",0,38,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880706913857421329"
"1880851078444368237","2025-01-19 13:33:36 +08:00","RT @AccentInvesting: Investing in yourself is just as important as investing in appreciating assets.\n\nInvest in your education, skills, and…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1678872113287921666","null",0,45,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1880851078444368237"
"1880991168055345520","2025-01-19 22:50:16 +08:00","If your goal is to end generational poverty in your family, may God bless your efforts.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",313,33,5,1,22,18407,false,false,false,"https://twitter.com/AccentInvesting/status/1880991168055345520"
"1881023995257954624","2025-01-20 01:00:42 +08:00","Automate your savings. Treat it like any other bill. \n\nConsistent, small contributions can grow into substantial amounts.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",135,23,14,0,9,8591,false,false,false,"https://twitter.com/AccentInvesting/status/1881023995257954624"
"1881059326653268463","2025-01-20 03:21:06 +08:00","RT @AccentInvesting: If your goal is to end generational poverty in your family, may God bless your efforts.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1880991168055345520","null",0,33,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1881059326653268463"
"1881069360418017410","2025-01-20 04:00:58 +08:00","I invest $300 per week in the S&amp;P 500.\n\n🌟 10 Yrs - $219,535\n🌟 20 Yrs - $706,824\n🌟 30 Yrs - $1,788,431\n\nDon't miss out! Simplify your financial journey with our guide to index funds. \n\nGet your copy today.\n\nhttps://t.co/i89cgh2NZz","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1880991168055345520","null","null",6,1,3,0,1,2161,false,false,false,"https://twitter.com/AccentInvesting/status/1881069360418017410"
"1881069379095343457","2025-01-20 04:01:03 +08:00","RT @AccentInvesting: Automate your savings. Treat it like any other bill. \n\nConsistent, small contributions can grow into substantial amoun…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1881023995257954624","null",0,23,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1881069379095343457"
"1881213469384470918","2025-01-20 13:33:37 +08:00","RT @AccentInvesting: Financial freedom is the goal of those who like to be in control of their life.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1669730274278789120","null",0,53,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1881213469384470918"
"1881298029841350747","2025-01-20 19:09:37 +08:00","Too many people spend money they do not have to impress people who do not even care about them.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",122,18,10,2,11,5701,false,false,false,"https://twitter.com/AccentInvesting/status/1881298029841350747"
"1881348100347789707","2025-01-20 22:28:35 +08:00","What we are taught:\n\n•Get a degree to succeed\n•Get a job\n•Work 40 hours\n•Accumulate debt\n•Retire in your 70s\n\nWhat we should be taught:\n\n•College isn't the only way to succeed\n•Read personal finance books\n•Start a business\n•Buy assets\n•Reach financial freedom","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",130,26,32,0,17,14079,false,false,false,"https://twitter.com/AccentInvesting/status/1881348100347789707"
"1881386393634582834","2025-01-21 01:00:45 +08:00","Success is not a destination; it's a journey. Keep working hard, stay focused, and never give up on your dreams.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",80,15,5,0,11,6363,false,false,false,"https://twitter.com/AccentInvesting/status/1881386393634582834"
"1881393395123257700","2025-01-21 01:28:34 +08:00","RT @AccentInvesting: What we are taught:\n\n•Get a degree to succeed\n•Get a job\n•Work 40 hours\n•Accumulate debt\n•Retire in your 70s\n\nWhat we…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1881348100347789707","null",0,26,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1881393395123257700"
"1881404714480460251","2025-01-21 02:13:33 +08:00","RT @AccentInvesting: Success is not a destination; it's a journey. Keep working hard, stay focused, and never give up on your dreams.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1881386393634582834","null",0,15,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1881404714480460251"
